datetime,location,direction,latitude,longitude,NO2_mean,avg_temperature
2024-04-07 08:00:00,East City,East,35.66572488071622,139.68732950658793,35.11,15.07
2024-04-07 09:00:00,North City,North,40.59591364297365,-73.95136907043715,40.02,20.8
2024-04-07 10:00:00,West City,West,51.52686511902613,-0.04776765215584386,43.18,19.88
2024-04-07 11:00:00,West City,West,51.478065270561906,-0.16535836098119394,29.06,18.06
2024-04-07 12:00:00,South City,South,33.99988969514619,-118.30306351128309,28.27,6.1
2024-04-07 13:00:00,East City,East,35.79207871609101,139.6490815937979,34.27,31.91
2024-04-07 14:00:00,North City,North,40.709861653952395,-73.99548214303144,49.37,32.8
2024-04-07 15:00:00,West City,West,51.51933689626456,-0.19149186625671022,48.88,11.24
2024-04-07 16:00:00,South City,South,34.05818619249986,-118.20474076196793,20.64,20.98
2024-04-07 17:00:00,East City,East,35.609894816518114,139.7223357365598,24.65,18.65
2024-04-07 18:00:00,East City,East,35.63015067937061,139.67710601970916,34.64,7.34
2024-04-07 19:00:00,North City,North,40.76944631936505,-73.90297886507777,42.23,6.32
2024-04-07 20:00:00,West City,West,51.55868637144792,-0.12383525234149319,12.45,18.36
2024-04-07 21:00:00,South City,South,34.10975486727244,-118.22093040279488,36.27,18.43
2024-04-07 22:00:00,South City,South,33.996001207005165,-118.26984684446937,19.21,23.9
2024-04-07 23:00:00,South City,South,34.062201689365615,-118.24705050208627,48.96,16.95
2024-04-08 00:00:00,South City,South,34.06634678154408,-118.22714657621175,14.48,22.64
2024-04-08 01:00:00,North City,North,40.641381778637495,-74.01527652511733,28.45,15.16
2024-04-08 02:00:00,South City,South,34.10443253178164,-118.34329498985787,35.32,22.53
2024-04-08 03:00:00,North City,North,40.719855724835284,-74.0822492470072,37.81,16.49
2024-04-08 04:00:00,East City,East,35.71366834704121,139.77432514820464,29.56,11.88
2024-04-08 05:00:00,South City,South,34.08198997377082,-118.30026304966951,35.69,18.37
2024-04-08 06:00:00,South City,South,33.93881238452745,-118.24241667724732,35.62,19.84
2024-04-08 07:00:00,West City,West,51.46015456386574,-0.09551011791981442,32.45,9.3
2024-04-08 08:00:00,South City,South,34.10207543931648,-118.18475224583663,41.47,4.59
2024-04-08 09:00:00,East City,East,35.69379081597782,139.69388958239315,22.04,7.69
2024-04-08 10:00:00,North City,North,40.68356364821136,-74.09436426020008,44.77,10.35
2024-04-08 11:00:00,South City,South,34.16965542790125,-118.19620554658754,28.28,16.97
2024-04-08 12:00:00,East City,East,35.697945750642944,139.76113922537374,32.14,8.03
2024-04-08 13:00:00,South City,South,34.06812531993007,-118.1481038380715,32.62,8.74
2024-04-08 14:00:00,East City,East,35.65563548324418,139.73824859429263,35.22,23.39
2024-04-08 15:00:00,South City,South,34.03861349800651,-118.33718658309775,25.3,28.49
2024-04-08 16:00:00,South City,South,34.02623490779805,-118.25353463849362,39.24,4.78
2024-04-08 17:00:00,North City,North,40.79764449097903,-73.90649852432404,23.72,16.6
2024-04-08 18:00:00,North City,North,40.764870314775955,-74.0974298158172,34.68,13.32
2024-04-08 19:00:00,West City,West,51.550145196131815,-0.12733023227120752,42.72,19.52
2024-04-08 20:00:00,West City,West,51.533500930529954,-0.14927529223683894,36.35,9.7
2024-04-08 21:00:00,West City,West,51.555051768254884,-0.10463877719999327,10.73,15.29
2024-04-08 22:00:00,North City,North,40.73914514143417,-74.08925016175404,19.57,23.49
2024-04-08 23:00:00,South City,South,34.04784923883409,-118.27285614156622,26.82,14.21
2024-04-09 00:00:00,South City,South,34.14897151413518,-118.28792165298508,21.32,22.7
2024-04-09 01:00:00,North City,North,40.65396674213073,-73.94346459408655,40.55,24.61
2024-04-09 02:00:00,West City,West,51.4076610321055,-0.12366387307477911,26.38,13.78
2024-04-09 03:00:00,East City,East,35.65516977340759,139.64941553442767,17.33,11.07
2024-04-09 04:00:00,West City,West,51.47824941255954,-0.1711869351570645,17.01,15.45
2024-04-09 05:00:00,South City,South,34.00380138048123,-118.26928908620626,28.23,19.35
2024-04-09 06:00:00,West City,West,51.51525823424701,-0.09424318842696085,41.19,16.18
2024-04-09 07:00:00,West City,West,51.44051629069561,-0.09719141906907079,41.06,16.28
2024-04-09 08:00:00,South City,South,34.05475634970657,-118.26253883564299,36.35,24.11
2024-04-09 09:00:00,North City,North,40.71915213460075,-74.05572796231657,31.92,7.01
2024-04-09 10:00:00,South City,South,34.04118868827192,-118.20610681983833,31.81,14.35
2024-04-09 11:00:00,West City,West,51.433031277679795,-0.12343975039813665,22.94,16.18
2024-04-09 12:00:00,South City,South,34.09675324847312,-118.29558764639697,26.96,21.07
2024-04-09 13:00:00,South City,South,33.98502496350877,-118.25236107156759,10.62,18.89
2024-04-09 14:00:00,West City,West,51.45576724918516,-0.13699557586743666,27.09,16.62
2024-04-09 15:00:00,North City,North,40.65638292148671,-73.94237583345756,31.65,24.76
2024-04-09 16:00:00,North City,North,40.751237901861046,-74.09794324170238,27.92,22.09
2024-04-09 17:00:00,East City,East,35.694662082934954,139.59320516032795,19.76,9.58
2024-04-09 18:00:00,North City,North,40.68081895305306,-74.07573621724713,27.71,21.49
2024-04-09 19:00:00,West City,West,51.41644744923487,-0.03437364059634544,40.97,9.8
2024-04-09 20:00:00,East City,East,35.76068205350184,139.63374760617796,20.71,13.6
2024-04-09 21:00:00,South City,South,34.000231419703454,-118.28711403659,36.06,15.24
2024-04-09 22:00:00,North City,North,40.7765231564906,-73.96520155533442,39.93,16.25
2024-04-09 23:00:00,South City,South,34.030278631639234,-118.21311992192253,28.97,27.55
2024-04-10 00:00:00,East City,East,35.72379528132311,139.66173267924054,41.26,19.23
2024-04-10 01:00:00,East City,East,35.679394935982295,139.6981112270752,30.83,20.03
2024-04-10 02:00:00,South City,South,33.93933035088945,-118.24849221853526,23.88,19.61
2024-04-10 03:00:00,North City,North,40.657146794940644,-73.98434680266294,17.92,20.88
2024-04-10 04:00:00,South City,South,34.087273585832584,-118.23939978024201,17.77,5.98
2024-04-10 05:00:00,West City,West,51.47655337648529,-0.12908595360902783,31.94,8.98
2024-04-10 06:00:00,South City,South,34.131049421834014,-118.19740403099968,14.02,13.47
2024-04-10 07:00:00,North City,North,40.754107280802025,-73.98991736702042,21.58,9.13
2024-04-10 08:00:00,West City,West,51.56795096296871,-0.09890750676660405,34.37,17.01
2024-04-10 09:00:00,North City,North,40.740872223043,-74.02935703491589,21.93,17.46
2024-04-10 10:00:00,West City,West,51.48107631445635,-0.10783571508758107,21.95,28.43
2024-04-10 11:00:00,South City,South,34.06134572818101,-118.33638661206096,21.44,9.7
2024-04-10 12:00:00,South City,South,33.95783420178406,-118.2475498156476,25.26,9.19
2024-04-10 13:00:00,South City,South,34.0688407967163,-118.23371519016874,9.93,10.57
2024-04-10 14:00:00,South City,South,34.12220678555663,-118.25406744967192,41.47,21.18
2024-04-10 15:00:00,West City,West,51.56731126966006,-0.14207708126536117,34.57,27.47
2024-04-10 16:00:00,East City,East,35.72620825510269,139.61119593776107,45.42,36.23
2024-04-10 17:00:00,East City,East,35.72757448694697,139.75272149547945,25.15,10.23
2024-04-10 18:00:00,North City,North,40.707154786043255,-74.01866847210695,27.35,8.06
2024-04-10 19:00:00,West City,West,51.4677432668193,-0.18733729003683358,33.11,10.19
2024-04-10 20:00:00,West City,West,51.517128902938346,-0.0771407884236352,16.16,18.11
2024-04-10 21:00:00,South City,South,34.05847726396499,-118.25277794607976,34.1,23.38
2024-04-10 22:00:00,West City,West,51.506623307598225,-0.2089046489085234,22.98,11.66
2024-04-10 23:00:00,North City,North,40.693420955437226,-74.08926923191206,27.81,19.64
2024-04-11 00:00:00,North City,North,40.742805093583904,-73.97886631073213,29.11,14.95
2024-04-11 01:00:00,East City,East,35.6398538759985,139.7148259619796,20.3,23.18
2024-04-11 02:00:00,West City,West,51.5338400255059,-0.1175448508774674,37.47,32.15
2024-04-11 03:00:00,West City,West,51.541281855096244,-0.12818370318422517,39.5,5.99
2024-04-11 04:00:00,North City,North,40.65940681656496,-74.00474394557244,25.65,14.49
2024-04-11 05:00:00,West City,West,51.47718552841954,-0.2062440646511694,28.74,19.56
2024-04-11 06:00:00,East City,East,35.68112558242298,139.67146752585649,42.18,25.24
2024-04-11 07:00:00,South City,South,33.97333858145402,-118.28620988729074,28.2,23.45
2024-04-11 08:00:00,East City,East,35.611407777499245,139.61956837028842,33.02,16.19
2024-04-11 09:00:00,East City,East,35.67764280452819,139.7081313057688,26.99,4.7
2024-04-11 10:00:00,East City,East,35.64985197774568,139.67619420846103,23.2,20.8
2024-04-11 11:00:00,West City,West,51.48632585014168,-0.06419007228749511,24.42,22.29
2024-04-11 12:00:00,West City,West,51.502784822592695,-0.14868403011451348,46.72,27.66
2024-04-11 13:00:00,North City,North,40.606954870402184,-73.94370430756908,41.78,6.29
2024-04-11 14:00:00,East City,East,35.61403802979682,139.73121151378396,45.38,12.87
2024-04-11 15:00:00,West City,West,51.49774223875752,-0.22671924582865421,44.94,19.41
2024-04-11 16:00:00,West City,West,51.497845169901076,-0.07975131252150136,46.84,9.51
2024-04-11 17:00:00,West City,West,51.469013099068526,-0.16588226194678818,22.33,25.0
2024-04-11 18:00:00,South City,South,34.026296442379916,-118.2519329689855,39.27,29.23
2024-04-11 19:00:00,North City,North,40.66357934769124,-74.16762827162562,24.82,14.23
2024-04-11 20:00:00,East City,East,35.613554333936555,139.71554260321184,35.15,20.28
2024-04-11 21:00:00,East City,East,35.67311906669673,139.7282982068697,45.35,3.58
2024-04-11 22:00:00,North City,North,40.72648299425737,-73.95147406231756,16.31,13.15
2024-04-11 23:00:00,South City,South,34.02316294547218,-118.24387404242866,7.52,10.12
2024-04-12 00:00:00,West City,West,51.48827722906647,-0.12540841178190643,27.76,25.12
2024-04-12 01:00:00,East City,East,35.712358776557856,139.72328176049103,42.55,26.76
2024-04-12 02:00:00,South City,South,34.01724841195353,-118.22832405593748,21.41,12.91
2024-04-12 03:00:00,South City,South,34.11407322958667,-118.16478286612514,37.95,32.04
2024-04-12 04:00:00,South City,South,34.05426374696715,-118.24293009394445,29.9,3.16
2024-04-12 05:00:00,West City,West,51.50381355090945,-0.11557823260104909,50.61,27.54
2024-04-12 06:00:00,North City,North,40.69270707766626,-73.98067183974653,14.67,10.98
2024-04-12 07:00:00,South City,South,34.10507136435571,-118.24774077865818,45.8,24.42
2024-04-12 08:00:00,South City,South,34.09457241053406,-118.20351778757588,27.97,17.19
2024-04-12 09:00:00,East City,East,35.683580996247294,139.74079585816344,9.49,24.63
2024-04-12 10:00:00,South City,South,34.05469988164638,-118.27638290191632,49.15,16.77
2024-04-12 11:00:00,North City,North,40.72730439498177,-74.00380497334383,24.32,21.59
2024-04-12 12:00:00,East City,East,35.585642044013206,139.6525188218971,41.29,17.71
2024-04-12 13:00:00,East City,East,35.640808583204596,139.65462522862947,34.29,10.43
2024-04-12 14:00:00,East City,East,35.679280644293684,139.74516615601462,28.86,18.48
2024-04-12 15:00:00,South City,South,33.97351854889415,-118.22509592606663,20.09,17.55
2024-04-12 16:00:00,North City,North,40.656843709395986,-74.06208990117989,37.34,17.93
2024-04-12 17:00:00,East City,East,35.65601223501051,139.74346982249023,32.82,7.99
2024-04-12 18:00:00,South City,South,34.054271609097846,-118.30791538658926,27.13,25.2
2024-04-12 19:00:00,West City,West,51.44341760758253,-0.18401000484734892,24.51,13.84
2024-04-12 20:00:00,East City,East,35.678465075827184,139.63839389377273,22.23,13.38
2024-04-12 21:00:00,East City,East,35.670059510727036,139.72338234820356,26.42,20.44
2024-04-12 22:00:00,North City,North,40.72152590347484,-73.97835521962438,49.14,21.68
2024-04-12 23:00:00,South City,South,34.04196463832388,-118.26302474451614,21.36,22.85
2024-04-13 00:00:00,East City,East,35.75645743375788,139.69063935125416,22.42,25.69
2024-04-13 01:00:00,North City,North,40.66923770940927,-74.00704197763856,23.15,17.8
2024-04-13 02:00:00,West City,West,51.49280029111421,-0.10416631914982782,36.52,1.68
2024-04-13 03:00:00,North City,North,40.746160946965226,-73.95681319780482,44.19,4.35
2024-04-13 04:00:00,East City,East,35.73967892954139,139.65377127498786,23.0,12.3
2024-04-13 05:00:00,East City,East,35.69955274936553,139.67442286292913,37.26,11.25
2024-04-13 06:00:00,East City,East,35.65749671081998,139.65120020344733,32.86,11.37
2024-04-13 07:00:00,South City,South,34.03539666517471,-118.23025975327805,29.7,21.67
2024-04-13 08:00:00,South City,South,33.96441210524441,-118.2329048064737,23.94,5.64
2024-04-13 09:00:00,West City,West,51.46461538999131,-0.17142716883877548,33.31,9.54
2024-04-13 10:00:00,South City,South,34.07825155783071,-118.23555722591081,26.44,25.62
2024-04-13 11:00:00,North City,North,40.672785335919635,-74.0068963984125,15.64,21.85
2024-04-13 12:00:00,South City,South,34.14730001835037,-118.21087142511234,30.72,27.43
2024-04-13 13:00:00,North City,North,40.70584672007654,-73.94275182201142,33.96,18.75
2024-04-13 14:00:00,North City,North,40.72374148590799,-74.01837842132058,29.54,19.27
2024-04-13 15:00:00,East City,East,35.72384137477265,139.67178364935592,32.48,10.51
2024-04-13 16:00:00,North City,North,40.78085436378126,-74.00366041188335,30.8,5.23
2024-04-13 17:00:00,North City,North,40.72993745027177,-73.9765331357633,19.5,10.32
2024-04-13 18:00:00,North City,North,40.748453877976814,-74.09751682505332,26.6,18.0
2024-04-13 19:00:00,North City,North,40.67927284192917,-74.01356987459707,38.44,20.21
2024-04-13 20:00:00,North City,North,40.68076986759716,-74.08659232167176,27.54,20.98
2024-04-13 21:00:00,East City,East,35.67567743731701,139.66946544333248,50.96,14.79
2024-04-13 22:00:00,South City,South,33.97226291582919,-118.26307260918334,28.55,9.87
2024-04-13 23:00:00,South City,South,34.14373719124156,-118.2190402155755,33.78,16.73
2024-04-14 00:00:00,East City,East,35.63480603856787,139.67337866596833,15.95,12.44
2024-04-14 01:00:00,North City,North,40.71570319150122,-73.943614385407,34.47,26.28
2024-04-14 02:00:00,West City,West,51.4949836275831,-0.12253846136102868,50.12,37.22
2024-04-14 03:00:00,North City,North,40.79606261169724,-74.01493534422818,39.44,19.37
2024-04-14 04:00:00,West City,West,51.49269881308794,-0.16500134112549186,18.85,7.32
2024-04-14 05:00:00,East City,East,35.601912204160506,139.74814163734717,31.83,10.13
2024-04-14 06:00:00,West City,West,51.54492480003882,-0.14693636196653864,36.71,11.08
2024-04-14 07:00:00,West City,West,51.56162387624286,-0.13839447655991213,41.11,23.29
2024-04-14 08:00:00,East City,East,35.68382481952722,139.70844430695607,43.63,9.03
2024-04-14 09:00:00,West City,West,51.59223955493701,-0.1845612677944221,25.43,19.58
2024-04-14 10:00:00,South City,South,33.98399048864262,-118.13686371821424,7.41,18.74
2024-04-14 11:00:00,South City,South,34.06303598210614,-118.31454117639747,31.24,29.19
2024-04-14 12:00:00,South City,South,33.994898728625856,-118.16164248648803,38.48,23.58
2024-04-14 13:00:00,East City,East,35.66532654900113,139.72600608043868,27.68,16.74
2024-04-14 14:00:00,West City,West,51.55196239021911,-0.10398223221491924,48.64,21.44
2024-04-14 15:00:00,West City,West,51.4820955354404,-0.1844521173688731,31.64,12.8
2024-04-14 16:00:00,East City,East,35.61768896442424,139.70493803941338,28.01,17.57
2024-04-14 17:00:00,West City,West,51.52005927175703,-0.16199607626747375,28.24,18.72
2024-04-14 18:00:00,East City,East,35.73386367031988,139.74588061651517,38.6,22.51
2024-04-14 19:00:00,North City,North,40.68420357269008,-73.96523379165954,21.6,13.27
2024-04-14 20:00:00,North City,North,40.883730608968456,-74.0836024227945,40.12,34.26
2024-04-14 21:00:00,South City,South,34.05383431172193,-118.24237464103123,28.22,11.83
2024-04-14 22:00:00,South City,South,34.10405836686312,-118.2302927946595,22.06,5.66
2024-04-14 23:00:00,South City,South,34.01943362383996,-118.23395161470047,18.85,18.51
2024-04-15 00:00:00,South City,South,34.11245155378254,-118.18595098854011,32.87,12.18
2024-04-15 01:00:00,North City,North,40.642605332429994,-73.98348405866096,45.57,10.7
2024-04-15 02:00:00,North City,North,40.66641798810331,-73.98542394418334,16.38,35.06
2024-04-15 03:00:00,East City,East,35.71405019729789,139.70819115304343,0.53,29.23
2024-04-15 04:00:00,West City,West,51.516229851695286,-0.20886617697326937,27.78,8.87
2024-04-15 05:00:00,North City,North,40.77383763016274,-73.91906008195245,24.96,10.59
2024-04-15 06:00:00,East City,East,35.79206081095095,139.64550514417397,45.25,8.42
2024-04-15 07:00:00,West City,West,51.46481913799066,-0.07949373372348442,28.07,8.62
2024-04-15 08:00:00,North City,North,40.67433842877923,-74.02486267560512,32.25,27.43
2024-04-15 09:00:00,South City,South,34.067949376771026,-118.2124954908408,34.88,29.93
2024-04-15 10:00:00,West City,West,51.571131718502244,-0.1720460614599527,26.67,20.21
2024-04-15 11:00:00,East City,East,35.70762715455465,139.74983240293432,14.24,20.76
2024-04-15 12:00:00,West City,West,51.493986248739674,-0.1399313052757058,29.41,12.57
2024-04-15 13:00:00,East City,East,35.75825272455824,139.63481776978654,44.57,9.01
2024-04-15 14:00:00,West City,West,51.50578841556193,-0.2030392446052709,27.18,6.37
2024-04-15 15:00:00,South City,South,33.991012757667185,-118.36757530593145,29.26,15.13
2024-04-15 16:00:00,South City,South,34.02909091717092,-118.27697731583476,27.01,11.86
2024-04-15 17:00:00,West City,West,51.524149177774895,-0.03580445004155583,10.81,24.05
2024-04-15 18:00:00,East City,East,35.65740711904651,139.69829517643652,61.46,28.81
2024-04-15 19:00:00,East City,East,35.734222942155256,139.70841873734366,28.92,17.21
2024-04-15 20:00:00,West City,West,51.55258479544513,-0.15167016641741315,32.33,15.61
2024-04-15 21:00:00,East City,East,35.702935272647345,139.66595338185093,40.23,20.12
2024-04-15 22:00:00,North City,North,40.66852352116773,-74.0241627202255,27.01,22.96
2024-04-15 23:00:00,West City,West,51.54867072989115,-0.2141106980978945,40.03,21.84
2024-04-16 00:00:00,West City,West,51.47400375348042,-0.23514104660834104,32.82,18.42
2024-04-16 01:00:00,East City,East,35.631211469141654,139.78454218314246,15.7,1.77
2024-04-16 02:00:00,North City,North,40.687114326914376,-73.99295391715967,0.0,15.78
2024-04-16 03:00:00,West City,West,51.53174210344837,-0.043938020351277154,34.5,13.87
2024-04-16 04:00:00,East City,East,35.62467914904632,139.65317821479715,32.32,10.16
2024-04-16 05:00:00,East City,East,35.66575326888894,139.65908667484484,27.15,24.7
2024-04-16 06:00:00,North City,North,40.756468985155166,-73.98907497567849,8.15,26.72
2024-04-16 07:00:00,East City,East,35.704648593679366,139.66224198060056,27.39,18.07
2024-04-16 08:00:00,East City,East,35.71276128413468,139.7654416985108,19.14,8.64
2024-04-16 09:00:00,West City,West,51.530554846533185,-0.15234132399570244,30.76,5.62
2024-04-16 10:00:00,East City,East,35.783721550895265,139.66000042707697,26.45,16.43
2024-04-16 11:00:00,South City,South,34.06292316337338,-118.24851923181575,42.97,17.44
2024-04-16 12:00:00,South City,South,34.02273905306462,-118.26795120701746,47.69,20.31
2024-04-16 13:00:00,East City,East,35.62842857507905,139.6772497223228,30.01,4.44
2024-04-16 14:00:00,East City,East,35.847276893869285,139.71738299844353,40.7,25.75
2024-04-16 15:00:00,East City,East,35.703546424847396,139.73214943046145,33.16,27.56
2024-04-16 16:00:00,North City,North,40.72624709813746,-73.92159522281932,32.13,10.37
2024-04-16 17:00:00,East City,East,35.72930899474881,139.65386077906263,33.77,21.42
2024-04-16 18:00:00,South City,South,34.061534338665204,-118.3199907491308,23.7,8.75
2024-04-16 19:00:00,East City,East,35.710807827982315,139.64268058742582,48.89,18.08
2024-04-16 20:00:00,South City,South,34.10131356176858,-118.24392358347147,12.17,5.0
2024-04-16 21:00:00,East City,East,35.65130262988779,139.65519942385677,24.76,14.09
2024-04-16 22:00:00,North City,North,40.73380085709742,-73.99679879276164,40.37,36.35
2024-04-16 23:00:00,West City,West,51.4188288724278,-0.18929415576432704,41.77,30.84
2024-04-17 00:00:00,South City,South,34.11318319254712,-118.20234861995846,39.75,34.33
2024-04-17 01:00:00,East City,East,35.693796330466625,139.71697097795374,22.12,10.59
2024-04-17 02:00:00,North City,North,40.76273864844299,-73.94685223121223,29.91,14.09
2024-04-17 03:00:00,South City,South,34.02765967667518,-118.30024936942428,27.53,10.09
2024-04-17 04:00:00,East City,East,35.657631449101444,139.731564282958,36.97,22.52
2024-04-17 05:00:00,South City,South,34.083144240893255,-118.187450644681,37.93,15.47
2024-04-17 06:00:00,West City,West,51.48338782400754,-0.05830681488246711,38.59,12.33
2024-04-17 07:00:00,West City,West,51.514534420610076,-0.04761490722665347,33.81,22.83
2024-04-17 08:00:00,South City,South,34.04053348363721,-118.17048986844088,23.19,16.06
2024-04-17 09:00:00,North City,North,40.72614980484288,-74.02021441138847,13.31,22.99
2024-04-17 10:00:00,North City,North,40.745246552801646,-73.9770525398049,40.03,11.68
2024-04-17 11:00:00,West City,West,51.676288412064466,-0.1020140190414932,32.3,12.93
2024-04-17 12:00:00,West City,West,51.543094585104654,-0.19082648114719658,31.97,18.3
2024-04-17 13:00:00,North City,North,40.72029153642914,-73.93272849228362,23.1,17.22
2024-04-17 14:00:00,North City,North,40.724422314379396,-74.03319124336038,19.88,16.73
2024-04-17 15:00:00,East City,East,35.62243701363816,139.71862515783195,43.85,19.76
2024-04-17 16:00:00,West City,West,51.55165471599391,-0.025290030397499275,30.69,13.21
2024-04-17 17:00:00,North City,North,40.700704017063146,-74.04656892504478,49.94,21.11
2024-04-17 18:00:00,North City,North,40.60667787515874,-74.01114761839636,16.47,17.49
2024-04-17 19:00:00,East City,East,35.66683702370265,139.77762198078014,27.73,22.54
2024-04-17 20:00:00,South City,South,34.03663705925222,-118.21977755697854,42.47,14.89
2024-04-17 21:00:00,West City,West,51.551503740764474,-0.13897555295078448,25.32,25.17
2024-04-17 22:00:00,West City,West,51.45390801519422,-0.10525384571212079,30.11,9.85
2024-04-17 23:00:00,East City,East,35.679341573550765,139.6836673356817,15.7,8.05
2024-04-18 00:00:00,South City,South,34.06965936139274,-118.22800323275173,24.42,16.79
2024-04-18 01:00:00,North City,North,40.728076198311335,-74.01719436276781,31.77,23.92
2024-04-18 02:00:00,East City,East,35.78699782596937,139.69936625896312,30.61,13.6
2024-04-18 03:00:00,North City,North,40.71871751005617,-74.04616802163828,21.66,13.16
2024-04-18 04:00:00,South City,South,34.0239356237193,-118.22813975937775,31.3,15.61
2024-04-18 05:00:00,North City,North,40.672206016556665,-73.97041891329079,38.18,15.34
2024-04-18 06:00:00,East City,East,35.70747838691441,139.69881135583296,14.58,24.95
2024-04-18 07:00:00,West City,West,51.527509891245614,-0.11537274474405064,23.58,3.81
2024-04-18 08:00:00,East City,East,35.71932671657459,139.70560136516696,29.16,16.8
2024-04-18 09:00:00,East City,East,35.71946055855732,139.70071313969507,35.91,16.68
2024-04-18 10:00:00,East City,East,35.66283336386423,139.67018629391552,39.97,15.63
2024-04-18 11:00:00,West City,West,51.49396610612375,-0.11041632288775002,29.18,21.95
2024-04-18 12:00:00,North City,North,40.662204046811134,-73.88487717885394,35.53,-0.91
2024-04-18 13:00:00,East City,East,35.76690371992721,139.68829885546475,43.27,-0.76
2024-04-18 14:00:00,North City,North,40.64471376117122,-73.94616223378455,15.72,21.25
2024-04-18 15:00:00,North City,North,40.68372096183864,-74.04877638439703,39.61,6.29
2024-04-18 16:00:00,South City,South,34.10838865541743,-118.20403693301361,33.2,3.49
2024-04-18 17:00:00,West City,West,51.524854900120275,-0.152801933827464,16.88,25.37
2024-04-18 18:00:00,East City,East,35.7808781626037,139.59003484671973,30.44,20.08
2024-04-18 19:00:00,East City,East,35.67736357053445,139.69783644538526,26.74,18.79
2024-04-18 20:00:00,East City,East,35.66316991358558,139.63757047961678,13.31,25.76
2024-04-18 21:00:00,East City,East,35.627041469017655,139.67421848618866,32.62,20.63
2024-04-18 22:00:00,West City,West,51.46723815647919,-0.2230000040848423,33.51,22.73
2024-04-18 23:00:00,East City,East,35.6707688590337,139.66769152078965,30.15,20.35
2024-04-19 00:00:00,North City,North,40.7670678562156,-74.01762068060586,27.62,16.73
2024-04-19 01:00:00,South City,South,34.0133861758016,-118.10200538840313,32.37,15.09
2024-04-19 02:00:00,West City,West,51.44395238432709,-0.14492745139161295,26.66,16.25
2024-04-19 03:00:00,West City,West,51.495346838876706,-0.14950166771618,25.25,13.35
2024-04-19 04:00:00,East City,East,35.72580413661285,139.8212046088877,33.77,-0.99
2024-04-19 05:00:00,South City,South,34.06926171858417,-118.1497861324128,34.72,24.37
2024-04-19 06:00:00,North City,North,40.6708790690156,-73.98507103335318,37.97,6.08
2024-04-19 07:00:00,East City,East,35.6283624860631,139.64591838518209,43.16,-2.36
2024-04-19 08:00:00,West City,West,51.53585431447449,-0.1802295647138145,16.81,25.61
2024-04-19 09:00:00,West City,West,51.478082959934994,-0.16857884272190896,38.49,29.23
2024-04-19 10:00:00,South City,South,34.014310507608904,-118.3142423801389,19.05,12.4
2024-04-19 11:00:00,South City,South,34.06596981170716,-118.19801441738288,23.59,25.77
2024-04-19 12:00:00,West City,West,51.544302226469576,-0.14200339800819972,13.28,13.0
2024-04-19 13:00:00,North City,North,40.66033883749765,-73.97177126374821,34.9,24.47
2024-04-19 14:00:00,West City,West,51.37948560703367,-0.14119546241827782,11.89,14.34
2024-04-19 15:00:00,West City,West,51.448152402938696,-0.047553274912304905,31.71,10.0
2024-04-19 16:00:00,South City,South,34.01719795524668,-118.23312160500318,27.23,20.5
2024-04-19 17:00:00,South City,South,34.05577690812253,-118.1897702441944,24.89,27.99
2024-04-19 18:00:00,South City,South,34.08862220164973,-118.23870082215927,18.46,25.67
2024-04-19 19:00:00,East City,East,35.68297122713524,139.71476653565176,42.16,12.96
2024-04-19 20:00:00,East City,East,35.70844359428447,139.71294426516968,26.54,10.31
2024-04-19 21:00:00,North City,North,40.65036557572857,-74.03065616257898,22.53,15.2
2024-04-19 22:00:00,West City,West,51.416608750014944,-0.06906771349957255,32.75,9.36
2024-04-19 23:00:00,South City,South,33.97035990678446,-118.11753133343002,30.13,24.07
2024-04-20 00:00:00,South City,South,34.16474691542654,-118.2141034297801,42.32,22.16
2024-04-20 01:00:00,West City,West,51.49422222239917,-0.1644353394548587,41.44,6.95
2024-04-20 02:00:00,West City,West,51.46637985046553,-0.1043362548029348,15.07,23.08
2024-04-20 03:00:00,East City,East,35.67114429149639,139.6932794503076,34.78,11.58
2024-04-20 04:00:00,West City,West,51.49943179567023,-0.17351402920035353,16.34,18.71
2024-04-20 05:00:00,North City,North,40.66466125743665,-74.01503611450909,42.78,20.74
2024-04-20 06:00:00,West City,West,51.56159179449554,-0.12900890787105615,13.88,29.7
2024-04-20 07:00:00,East City,East,35.81080890019209,139.71011760019204,44.94,15.69
2024-04-20 08:00:00,North City,North,40.70303928894191,-74.00224403119691,12.14,17.87
2024-04-20 09:00:00,East City,East,35.66001903687198,139.58680476578556,37.19,16.88
2024-04-20 10:00:00,West City,West,51.51767747294262,-0.20373621480401716,28.66,30.9
2024-04-20 11:00:00,North City,North,40.73829436239606,-73.97011306466705,45.1,-2.77
2024-04-20 12:00:00,West City,West,51.51183833429272,-0.11123353739695963,42.45,23.87
2024-04-20 13:00:00,North City,North,40.749719922453025,-73.96368757457138,15.44,32.73
2024-04-20 14:00:00,South City,South,34.02981255388713,-118.33773356721278,56.28,29.76
2024-04-20 15:00:00,West City,West,51.533522260546334,-0.150229843655456,44.66,25.65
2024-04-20 16:00:00,East City,East,35.68293821953267,139.70149475589218,29.26,20.23
2024-04-20 17:00:00,North City,North,40.738232527177374,-73.95748921288644,12.41,21.39
2024-04-20 18:00:00,West City,West,51.49352150464981,-0.10051591809048321,23.37,20.03
2024-04-20 19:00:00,South City,South,33.996992727166806,-118.29159639197476,30.17,15.44
2024-04-20 20:00:00,West City,West,51.557003889433126,-0.12972171298694005,29.09,7.66
